,0,1,2
0,ENSMUSG00000064329,Scn1a,"sodium channel, voltage-gated, type I, alpha"
0,ENSMUSG00000064330,Pde6h,"phosphodiesterase 6H, cGMP-specific, cone, gamma"
0,ENSMUSG00000064333,Olfr926,olfactory receptor 926
0,ENSMUSG00000064336,mt-Tf,no_name
0,ENSMUSG00000064337,mt-Rnr1,s-rRNA
0,ENSMUSG00000064338,mt-Tv,no_name
0,ENSMUSG00000064339,mt-Rnr2,16S ribosomal RNA
0,ENSMUSG00000064340,mt-Tl1,no_name
0,ENSMUSG00000064341,mt-Nd1,no_name
0,ENSMUSG00000064342,mt-Ti,no_name
0,ENSMUSG00000064343,mt-Tq,no_name
0,ENSMUSG00000064344,mt-Tm,no_name
0,ENSMUSG00000064345,mt-Nd2,no_name
0,ENSMUSG00000064346,mt-Tw,no_name
0,ENSMUSG00000064347,mt-Ta,no_name
0,ENSMUSG00000064348,mt-Tn,no_name
0,ENSMUSG00000064349,mt-Tc,no_name
0,ENSMUSG00000064350,mt-Ty,no_name
0,ENSMUSG00000064351,mt-Co1,no_name
0,ENSMUSG00000064352,mt-Ts1,no_name
0,ENSMUSG00000064353,mt-Td,no_name
0,ENSMUSG00000064354,mt-Co2,no_name
0,ENSMUSG00000064355,mt-Tk,no_name
0,ENSMUSG00000064356,mt-Atp8,no_name
0,ENSMUSG00000064357,mt-Atp6,no_name
0,ENSMUSG00000064358,mt-Co3,no_name
0,ENSMUSG00000064359,mt-Tg,no_name
0,ENSMUSG00000064360,mt-Nd3,no_name
0,ENSMUSG00000064361,mt-Tr,no_name
0,ENSMUSG00000064363,mt-Nd4,no_name
0,ENSMUSG00000064364,mt-Th,no_name
0,ENSMUSG00000064365,mt-Ts2,no_name
0,ENSMUSG00000064366,mt-Tl2,no_name
0,ENSMUSG00000064367,mt-Nd5,no_name
0,ENSMUSG00000064368,mt-Nd6,no_name
0,ENSMUSG00000064369,mt-Te,no_name
0,ENSMUSG00000064370,mt-Cytb,no_name
0,ENSMUSG00000064371,mt-Tt,no_name
0,ENSMUSG00000064372,mt-Tp,no_name
0,ENSMUSG00000064373,Selenop,selenoprotein P
0,ENSMUSG00000064377,Gm24966,no_name
0,ENSMUSG00000064380,Gm26448,"predicted gene, 26448"
0,ENSMUSG00000064382,Gm26447,no_name
0,ENSMUSG00000064386,Gm26449,"predicted gene, 26449"
0,ENSMUSG00000064387,Snora73a,"small nucleolar RNA, H/ACA box 73a"
0,ENSMUSG00000064389,Gm26446,"predicted gene, 26446"
0,ENSMUSG00000064390,Snord73b,"small nucleolar RNA, C/D box U73B"
0,ENSMUSG00000064391,Gm23625,"predicted gene, 23625"
0,ENSMUSG00000064392,Gm23626,"predicted gene, 23626"
0,ENSMUSG00000064393,no_symbol,no_name
0,ENSMUSG00000064394,Gm23622,"predicted gene, 23622"
0,ENSMUSG00000064395,Gm23623,"predicted gene, 23623"
0,ENSMUSG00000064397,no_symbol,no_name
0,ENSMUSG00000064398,Gm23628,"predicted gene, 23628"
0,ENSMUSG00000064399,Gm23629,"predicted gene, 23629"
0,ENSMUSG00000064400,Snord3b-ps1,"small nucleolar RNA, C/D box 3B, pseudogene 1"
0,ENSMUSG00000064403,Gm23928,"predicted gene, 23928"
0,ENSMUSG00000064405,Gm23925,no_name
0,ENSMUSG00000064407,Gm23926,"predicted gene, 23926"
0,ENSMUSG00000064408,Gm23924,"predicted gene, 23924"
0,ENSMUSG00000064409,no_symbol,no_name
0,ENSMUSG00000064410,Gm22247,"predicted gene, 22247"
0,ENSMUSG00000064412,no_symbol,no_name
0,ENSMUSG00000064413,Gm22245,"predicted gene, 22245"
0,ENSMUSG00000064414,no_symbol,no_name
0,ENSMUSG00000064416,Gm22248,"predicted gene, 22248"
0,ENSMUSG00000064417,DQ267102,snoRNA DQ267102
0,ENSMUSG00000064419,Gm22249,"predicted gene, 22249"
0,ENSMUSG00000064422,no_symbol,no_name
0,ENSMUSG00000064424,no_symbol,no_name
0,ENSMUSG00000064427,Gm22748,"predicted gene, 22748"
0,ENSMUSG00000064428,no_symbol,no_name
0,ENSMUSG00000064429,no_symbol,no_name
0,ENSMUSG00000064432,Gm25587,"predicted gene, 25587"
0,ENSMUSG00000064433,no_symbol,no_name
0,ENSMUSG00000064435,Gm25588,"predicted gene, 25588"
0,ENSMUSG00000064436,Gm25589,"predicted gene, 25589"
0,ENSMUSG00000064437,Snord49b,"small nucleolar RNA, C/D box 49B"
0,ENSMUSG00000064440,Gm26224,no_name
0,ENSMUSG00000064441,Snord37,"small nucleolar RNA, C/D box 37"
0,ENSMUSG00000064442,Gm26225,"predicted gene, 26225"
0,ENSMUSG00000064443,Gm26226,"predicted gene, 26226"
0,ENSMUSG00000064444,Gm26227,"predicted gene, 26227"
0,ENSMUSG00000064446,Gm26228,"predicted gene, 26228"
0,ENSMUSG00000064450,Snord68,"small nucleolar RNA, C/D box 68"
0,ENSMUSG00000064451,Snora23,"small nucleolar RNA, H/ACA box 23"
0,ENSMUSG00000064452,Gm24564,"predicted gene, 24564"
0,ENSMUSG00000064453,Snord21,"small nucleolar RNA, C/D box 21"
0,ENSMUSG00000064455,no_symbol,no_name
0,ENSMUSG00000064460,Gm25080,"predicted gene, 25080"
0,ENSMUSG00000064463,Gm25079,"predicted gene, 25079"
0,ENSMUSG00000064464,no_symbol,no_name
0,ENSMUSG00000064467,no_symbol,no_name
0,ENSMUSG00000064468,Gm25081,"predicted gene, 25081"
0,ENSMUSG00000064471,Gm23406,no_name
0,ENSMUSG00000064472,Gm23407,"predicted gene, 23407"
0,ENSMUSG00000064476,Gm23405,"predicted gene, 23405"
0,ENSMUSG00000064477,Gm23404,"predicted gene, 23404"
0,ENSMUSG00000064481,Gm23737,"predicted gene, 23737"
0,ENSMUSG00000064485,Gm23735,"predicted gene, 23735"
0,ENSMUSG00000064486,Gm23293,"predicted gene, 23293"
0,ENSMUSG00000064487,Gm23736,"predicted gene, 23736"
0,ENSMUSG00000064489,no_symbol,no_name
0,ENSMUSG00000064490,Gm22283,"predicted gene, 22283"
0,ENSMUSG00000064491,no_symbol,no_name
0,ENSMUSG00000064492,Gm22060,"predicted gene, 22060"
0,ENSMUSG00000064493,Snora28,"small nucleolar RNA, H/ACA box 28"
0,ENSMUSG00000064494,no_symbol,no_name
0,ENSMUSG00000064495,Gm24313,"predicted gene, 24313"
0,ENSMUSG00000064496,DQ267101,snoRNA DQ267101
0,ENSMUSG00000064497,no_symbol,no_name
0,ENSMUSG00000064500,Gm25296,no_name
0,ENSMUSG00000064507,no_symbol,no_name
0,ENSMUSG00000064508,no_symbol,no_name
0,ENSMUSG00000064510,no_symbol,no_name
0,ENSMUSG00000064511,Gm22459,"predicted gene, 22459"
0,ENSMUSG00000064512,Gm22456,"predicted gene, 22456"
0,ENSMUSG00000064513,Snora9,no_name
0,ENSMUSG00000064514,Gm22455,no_name
0,ENSMUSG00000064515,n-R5s162,nuclear encoded rRNA 5S 162
0,ENSMUSG00000064517,Gm22454,"predicted gene, 22454"
0,ENSMUSG00000064519,no_symbol,no_name
0,ENSMUSG00000064522,Gm26442,"predicted gene, 26442"
0,ENSMUSG00000064524,Gm26441,"predicted gene, 26441"
0,ENSMUSG00000064525,Gm26440,"predicted gene, 26440"
0,ENSMUSG00000064526,Gm26439,"predicted gene, 26439"
0,ENSMUSG00000064527,Gm26438,no_name
0,ENSMUSG00000064529,Gm26437,"predicted gene, 26437"
0,ENSMUSG00000064530,Gm23613,"predicted gene, 23613"
0,ENSMUSG00000064532,Gm23614,"predicted gene, 23614"
0,ENSMUSG00000064536,Gm23615,"predicted gene, 23615"
0,ENSMUSG00000064540,Snord42a,"small nucleolar RNA, C/D box 42A"
0,ENSMUSG00000064541,Gm22978,"predicted gene, 22978"
0,ENSMUSG00000064542,Gm22980,"predicted gene, 22980"
0,ENSMUSG00000064543,Gm22979,"predicted gene, 22979"
0,ENSMUSG00000064545,Gm22981,"predicted gene, 22981"
0,ENSMUSG00000064547,no_symbol,no_name
0,ENSMUSG00000064548,n-R5s65,nuclear encoded rRNA 5S 65
0,ENSMUSG00000064549,Gm22977,"predicted gene, 22977"
0,ENSMUSG00000064550,Gm24623,"predicted gene, 24623"
0,ENSMUSG00000064551,Gm24624,"predicted gene, 24624"
0,ENSMUSG00000064553,Gm24622,"predicted gene, 24622"
0,ENSMUSG00000064554,n-R5s173,nuclear encoded rRNA 5S 173
0,ENSMUSG00000064555,Gm24626,"predicted gene, 24626"
0,ENSMUSG00000064556,Gm24625,"predicted gene, 24625"
0,ENSMUSG00000064558,Gm24620,"predicted gene, 24620"
0,ENSMUSG00000064563,Snora7a,"small nucleolar RNA, H/ACA box 7A"
0,ENSMUSG00000064565,Gm24145,"predicted gene, 24145"
0,ENSMUSG00000064566,Gm24144,"predicted gene, 24144"
0,ENSMUSG00000064567,Gm24143,"predicted gene, 24143"
0,ENSMUSG00000064569,Gm25592,"predicted gene, 25592"
0,ENSMUSG00000064570,Gm25800,"predicted gene, 25800"
0,ENSMUSG00000064572,Gm25801,"predicted gene, 25801"
0,ENSMUSG00000064573,Gm25802,"predicted gene, 25802"
0,ENSMUSG00000064574,no_symbol,no_name
0,ENSMUSG00000064575,no_symbol,no_name
0,ENSMUSG00000064577,no_symbol,no_name
0,ENSMUSG00000064579,Gm25796,"predicted gene, 25796"
0,ENSMUSG00000064580,Gm25134,"predicted gene, 25134"
0,ENSMUSG00000064581,Gm25133,"predicted gene, 25133"
0,ENSMUSG00000064582,Gm25135,"predicted gene, 25135"
0,ENSMUSG00000064584,Gm25130,"predicted gene, 25130"
0,ENSMUSG00000064585,Gm25129,"predicted gene, 25129"
0,ENSMUSG00000064586,Gm25132,"predicted gene, 25132"
0,ENSMUSG00000064587,Gm25131,"predicted gene, 25131"
0,ENSMUSG00000064588,no_symbol,no_name
0,ENSMUSG00000064590,Gm22301,"predicted gene, 22301"
0,ENSMUSG00000064591,Gm22302,"predicted gene, 22302"
0,ENSMUSG00000064595,Gm22300,"predicted gene, 22300"
0,ENSMUSG00000064596,Gm22298,"predicted gene, 22298"
0,ENSMUSG00000064597,Gm22299,"predicted gene, 22299"
0,ENSMUSG00000064600,Gm25636,"predicted gene, 25636"
0,ENSMUSG00000064601,Gm25634,"predicted gene, 25634"
0,ENSMUSG00000064602,Snora41,"small nucleolar RNA, H/ACA box 41"
0,ENSMUSG00000064604,Snora44,"small nucleolar RNA, H/ACA box 44"
0,ENSMUSG00000064605,Gm22220,"predicted gene, 22220"
0,ENSMUSG00000064606,Gm25899,"predicted gene, 25899"
0,ENSMUSG00000064609,Gm25635,"predicted gene, 25635"
0,ENSMUSG00000064612,Gm26457,"predicted gene, 26457"
0,ENSMUSG00000064613,Gm24621,"predicted gene, 24621"
0,ENSMUSG00000064616,no_symbol,no_name
0,ENSMUSG00000064617,no_symbol,no_name
0,ENSMUSG00000064618,no_symbol,no_name
0,ENSMUSG00000064619,Gm23975,"predicted gene, 23975"
0,ENSMUSG00000064620,Gm22303,"predicted gene, 22303"
0,ENSMUSG00000064621,Gm26922,no_name
0,ENSMUSG00000064622,Gm22304,"predicted gene, 22304"
0,ENSMUSG00000064624,Gm22305,"predicted gene, 22305"
0,ENSMUSG00000064626,no_symbol,no_name
0,ENSMUSG00000064630,Gm25143,"predicted gene, 25143"
0,ENSMUSG00000064631,no_symbol,no_name
0,ENSMUSG00000064632,Gm25142,"predicted gene, 25142"
0,ENSMUSG00000064634,Gm22620,no_name
0,ENSMUSG00000064637,Snora20,"small nucleolar RNA, H/ACA box 20"
0,ENSMUSG00000064642,no_symbol,no_name
0,ENSMUSG00000064644,Gm23302,"predicted gene, 23302"
0,ENSMUSG00000064646,Gm23300,"predicted gene, 23300"
0,ENSMUSG00000064647,Gm23301,"predicted gene, 23301"
0,ENSMUSG00000064648,Gm23303,"predicted gene, 23303"
0,ENSMUSG00000064652,Gm24165,"predicted gene, 24165"
0,ENSMUSG00000064653,Gm26129,"predicted gene, 26129"
0,ENSMUSG00000064655,Gm25788,"predicted gene, 25788"
0,ENSMUSG00000064658,Gm24166,"predicted gene, 24166"
0,ENSMUSG00000064659,Gm26131,"predicted gene, 26131"
0,ENSMUSG00000064663,no_symbol,no_name
0,ENSMUSG00000064664,Gm24459,"predicted gene, 24459"
0,ENSMUSG00000064665,Gm24460,"predicted gene, 24460"
0,ENSMUSG00000064666,Snora52,"small nucleolar RNA, H/ACA box 52"
0,ENSMUSG00000064669,Gm24461,"predicted gene, 24461"
0,ENSMUSG00000064670,Gm22808,"predicted gene, 22808"
0,ENSMUSG00000064671,Gm22807,"predicted gene, 22807"
0,ENSMUSG00000064672,Gm22806,"predicted gene, 22806"
0,ENSMUSG00000064673,Gm22805,"predicted gene, 22805"
0,ENSMUSG00000064675,Gm22810,"predicted gene, 22810"
0,ENSMUSG00000064677,Gm22809,"predicted gene, 22809"
0,ENSMUSG00000064679,Gm25357,no_name
0,ENSMUSG00000064682,Gm25813,"predicted gene, 25813"
0,ENSMUSG00000064685,Gm25812,"predicted gene, 25812"
0,ENSMUSG00000064686,Gm25810,"predicted gene, 25810"
0,ENSMUSG00000064687,Gm25811,"predicted gene, 25811"
0,ENSMUSG00000064688,Gm25814,"predicted gene, 25814"
0,ENSMUSG00000064689,Gm25815,"predicted gene, 25815"
0,ENSMUSG00000064691,no_symbol,no_name
0,ENSMUSG00000064692,Gm24151,"predicted gene, 24151"
0,ENSMUSG00000064693,Gm24150,"predicted gene, 24150"
0,ENSMUSG00000064694,no_symbol,no_name
0,ENSMUSG00000064696,no_symbol,no_name
0,ENSMUSG00000064697,Gm24147,"predicted gene, 24147"
0,ENSMUSG00000064698,Gm24152,"predicted gene, 24152"
0,ENSMUSG00000064702,no_symbol,no_name
0,ENSMUSG00000064704,no_symbol,no_name
0,ENSMUSG00000064706,no_symbol,no_name
0,ENSMUSG00000064707,Gm22507,"predicted gene, 22507"
0,ENSMUSG00000064709,no_symbol,no_name
0,ENSMUSG00000064714,no_symbol,no_name
0,ENSMUSG00000064715,Gm24207,"predicted gene, 24207"
0,ENSMUSG00000064717,Gm24208,"predicted gene, 24208"
0,ENSMUSG00000064718,no_symbol,no_name
0,ENSMUSG00000064719,Gm25930,"predicted gene, 25930"
0,ENSMUSG00000064720,Gm25856,"predicted gene, 25856"
0,ENSMUSG00000064721,Gm25855,no_name
0,ENSMUSG00000064722,Gm25857,"predicted gene, 25857"
0,ENSMUSG00000064724,Gm25852,"predicted gene, 25852"
0,ENSMUSG00000064725,Snord96a,"small nucleolar RNA, C/D box 96A"
0,ENSMUSG00000064726,Gm25854,"predicted gene, 25854"
0,ENSMUSG00000064727,Gm25853,"predicted gene, 25853"
0,ENSMUSG00000064728,no_symbol,no_name
0,ENSMUSG00000064731,Snord45b,"small nucleolar RNA, C/D box 45B"
0,ENSMUSG00000064732,Gm23447,"predicted gene, 23447"
0,ENSMUSG00000064734,Gm23445,"predicted gene, 23445"
0,ENSMUSG00000064735,Gm23057,"predicted gene, 23057"
0,ENSMUSG00000064737,Gm23056,"predicted gene, 23056"
0,ENSMUSG00000064738,Gm23054,"predicted gene, 23054"
0,ENSMUSG00000064739,Gm23055,"predicted gene, 23055"
0,ENSMUSG00000064740,no_symbol,no_name
0,ENSMUSG00000064741,Snord14a,"small nucleolar RNA, C/D box 14A"
0,ENSMUSG00000064742,Rnu6-ps1,"U6 small nuclear RNA, pseudogene 1"
0,ENSMUSG00000064743,no_symbol,no_name
0,ENSMUSG00000064745,Gm24708,"predicted gene, 24708"
0,ENSMUSG00000064746,no_symbol,no_name
0,ENSMUSG00000064748,n-R5s28,nuclear encoded rRNA 5S 28
0,ENSMUSG00000064751,Gm26330,no_name
0,ENSMUSG00000064755,Gm26328,"predicted gene, 26328"
0,ENSMUSG00000064758,no_symbol,no_name
0,ENSMUSG00000064759,Gm25475,"predicted gene, 25475"
0,ENSMUSG00000064761,Gm23514,"predicted gene, 23514"
0,ENSMUSG00000064762,Gm23738,"predicted gene, 23738"
0,ENSMUSG00000064763,Gm23515,"predicted gene, 23515"
0,ENSMUSG00000064764,Gm23517,"predicted gene, 23517"
0,ENSMUSG00000064765,Gm26456,no_name
0,ENSMUSG00000064766,Gm26458,"predicted gene, 26458"
0,ENSMUSG00000064767,Snord35b,"small nucleolar RNA, C/D box 35B"
0,ENSMUSG00000064768,Snord60,no_name
0,ENSMUSG00000064769,Gm23518,"predicted gene, 23518"
0,ENSMUSG00000064770,no_symbol,no_name
0,ENSMUSG00000064772,Gm25202,"predicted gene, 25202"
0,ENSMUSG00000064775,Gm25205,"predicted gene, 25205"
0,ENSMUSG00000064776,Gm25203,"predicted gene, 25203"
0,ENSMUSG00000064777,Gm25204,"predicted gene, 25204"
0,ENSMUSG00000064778,Snord59a,"small nucleolar RNA, C/D box 59A"
0,ENSMUSG00000064779,no_symbol,no_name
0,ENSMUSG00000064780,Snord95,"small nucleolar RNA, C/D box 95"
0,ENSMUSG00000064781,Gm22686,"predicted gene, 22686"
0,ENSMUSG00000064782,Gm22685,"predicted gene, 22685"
0,ENSMUSG00000064783,Gm22684,"predicted gene, 22684"
0,ENSMUSG00000064788,Gm22683,"predicted gene, 22683"
0,ENSMUSG00000064791,no_symbol,no_name
0,ENSMUSG00000064792,Gm24355,no_name
0,ENSMUSG00000064793,Gm24356,no_name
0,ENSMUSG00000064795,Gm22423,"predicted gene, 22423"
0,ENSMUSG00000064796,no_symbol,no_name
0,ENSMUSG00000064797,Gm24357,no_name
0,ENSMUSG00000064798,no_symbol,no_name
0,ENSMUSG00000064800,Gm24948,"predicted gene, 24948"
0,ENSMUSG00000064801,no_symbol,no_name
0,ENSMUSG00000064802,Gm24036,"predicted gene, 24036"
0,ENSMUSG00000064805,Gm24037,"predicted gene, 24037"
0,ENSMUSG00000064806,Gm24038,"predicted gene, 24038"
0,ENSMUSG00000064811,Gm22358,"predicted gene, 22358"
0,ENSMUSG00000064814,Gm23939,"predicted gene, 23939"
0,ENSMUSG00000064816,Gm22357,no_name
0,ENSMUSG00000064818,Gm22359,"predicted gene, 22359"
0,ENSMUSG00000064822,Gm24292,"predicted gene, 24292"
0,ENSMUSG00000064823,Snord82,"small nucleolar RNA, C/D box 82"
0,ENSMUSG00000064824,no_symbol,no_name
0,ENSMUSG00000064829,Gm22879,no_name
0,ENSMUSG00000064830,Gm25699,"predicted gene, 25699"
0,ENSMUSG00000064831,no_symbol,no_name
0,ENSMUSG00000064833,Gm25926,"predicted gene, 25926"
0,ENSMUSG00000064834,no_symbol,no_name
0,ENSMUSG00000064836,Gm25697,"predicted gene, 25697"
0,ENSMUSG00000064837,Snora75,"small nucleolar RNA, H/ACA box 75"
0,ENSMUSG00000064840,no_symbol,no_name
0,ENSMUSG00000064841,Gm26205,no_name
0,ENSMUSG00000064842,Gm26206,"predicted gene, 26206"
0,ENSMUSG00000064843,Gm26207,"predicted gene, 26207"
0,ENSMUSG00000064844,Gm26202,"predicted gene, 26202"
0,ENSMUSG00000064845,Gm26203,"predicted gene, 26203"
0,ENSMUSG00000064850,Gm23443,"predicted gene, 23443"
0,ENSMUSG00000064851,Gm24525,"predicted gene, 24525"
0,ENSMUSG00000064853,Gm23442,"predicted gene, 23442"
0,ENSMUSG00000064854,Gm24527,"predicted gene, 24527"
0,ENSMUSG00000064855,Gm24526,"predicted gene, 24526"
0,ENSMUSG00000064856,no_symbol,no_name
0,ENSMUSG00000064857,n-R5s25,nuclear encoded rRNA 5S 25
0,ENSMUSG00000064858,Snora43,"small nucleolar RNA, H/ACA box 43"
0,ENSMUSG00000064859,Gm24524,"predicted gene, 24524"
0,ENSMUSG00000064860,no_symbol,no_name
0,ENSMUSG00000064862,Gm25038,"predicted gene, 25038"
0,ENSMUSG00000064867,Gm25039,"predicted gene, 25039"
0,ENSMUSG00000064871,Snord58b,"small nucleolar RNA, C/D box 58B"
0,ENSMUSG00000064872,Gm23376,"predicted gene, 23376"
0,ENSMUSG00000064876,Gm23378,"predicted gene, 23378"
0,ENSMUSG00000064877,Gm23377,"predicted gene, 23377"
0,ENSMUSG00000064880,Gm24201,no_name
0,ENSMUSG00000064882,Gm24202,"predicted gene, 24202"
0,ENSMUSG00000064883,Gm24203,no_name
0,ENSMUSG00000064884,Gm24204,"predicted gene, 24204"
0,ENSMUSG00000064887,no_symbol,no_name
0,ENSMUSG00000064889,Gm24200,"predicted gene, 24200"
0,ENSMUSG00000064890,Gm22505,"predicted gene, 22505"
0,ENSMUSG00000064897,Gm22504,"predicted gene, 22504"
0,ENSMUSG00000064899,Snord118,"small nucleolar RNA, C/D box 118"
0,ENSMUSG00000064900,Gm25402,"predicted gene, 25402"
0,ENSMUSG00000064901,Snora21,"small nucleolar RNA, H/ACA box 21"
0,ENSMUSG00000064904,no_symbol,no_name
0,ENSMUSG00000064905,no_symbol,no_name
0,ENSMUSG00000064906,n-R5s204,nuclear encoded rRNA 5S 204
0,ENSMUSG00000064907,no_symbol,no_name
0,ENSMUSG00000064909,Gm25401,"predicted gene, 25401"
0,ENSMUSG00000064915,Gm22575,"predicted gene, 22575"
0,ENSMUSG00000064916,Gm22573,"predicted gene, 22573"
0,ENSMUSG00000064917,Gm22574,"predicted gene, 22574"
0,ENSMUSG00000064918,Gm22571,"predicted gene, 22571"
0,ENSMUSG00000064919,Gm22572,"predicted gene, 22572"
0,ENSMUSG00000064921,Gm22229,"predicted gene, 22229"
0,ENSMUSG00000064923,Gm22042,"predicted gene, 22042"
0,ENSMUSG00000064925,Snora62,"small nucleolar RNA, H/ACA box 62"
0,ENSMUSG00000064926,no_symbol,no_name
0,ENSMUSG00000064927,Gm22043,"predicted gene, 22043"
0,ENSMUSG00000064928,Gm22045,"predicted gene, 22045"
0,ENSMUSG00000064930,Gm23723,"predicted gene, 23723"
0,ENSMUSG00000064932,no_symbol,no_name
0,ENSMUSG00000064936,Gm23722,no_name
0,ENSMUSG00000064938,no_symbol,no_name
0,ENSMUSG00000064939,no_symbol,no_name
0,ENSMUSG00000064940,Gm23239,"predicted gene, 23239"
0,ENSMUSG00000064941,Gm23238,"predicted gene, 23238"
0,ENSMUSG00000064943,Gm23240,"predicted gene, 23240"
0,ENSMUSG00000064945,Rny3,"RNA, Y3 small cytoplasmic (associated with Ro protein)"
0,ENSMUSG00000064948,Gm23241,"predicted gene, 23241"
0,ENSMUSG00000064949,Snora61,"small nucleolar RNA, H/ACA box 61"
0,ENSMUSG00000064952,Gm24920,"predicted gene, 24920"
0,ENSMUSG00000064954,Gm24919,"predicted gene, 24919"
0,ENSMUSG00000064956,Gm24918,"predicted gene, 24918"
0,ENSMUSG00000064958,no_symbol,no_name
0,ENSMUSG00000064959,n-R5s41,nuclear encoded rRNA 5S 41
0,ENSMUSG00000064960,no_symbol,no_name
0,ENSMUSG00000064961,Gm22704,"predicted gene, 22704"
0,ENSMUSG00000064964,Gm25147,"predicted gene, 25147"
0,ENSMUSG00000064966,Snord15b,"small nucleolar RNA, C/D box 14B"
0,ENSMUSG00000064967,Gm24405,"predicted gene, 24405"
0,ENSMUSG00000064968,Snord47,"small nucleolar RNA, C/D box 47"
0,ENSMUSG00000064970,Gm23690,"predicted gene, 23690"
0,ENSMUSG00000064971,no_symbol,no_name
0,ENSMUSG00000064972,no_symbol,no_name
0,ENSMUSG00000064977,Gm26056,"predicted gene, 26056"
0,ENSMUSG00000064981,no_symbol,no_name
0,ENSMUSG00000064982,Gm25259,"predicted gene, 25259"
0,ENSMUSG00000064983,no_symbol,no_name
0,ENSMUSG00000064984,Snord73a,"small nucleolar RNA, C/D box U73A"
0,ENSMUSG00000064987,Gm25260,no_name
0,ENSMUSG00000064992,no_symbol,no_name
0,ENSMUSG00000064994,Gm22422,"predicted gene, 22422"
0,ENSMUSG00000064995,Gm26003,no_name
0,ENSMUSG00000064999,no_symbol,no_name
0,ENSMUSG00000065004,Gm26326,"predicted gene, 26326"
0,ENSMUSG00000065005,no_symbol,no_name
0,ENSMUSG00000065006,Gm26325,no_name
0,ENSMUSG00000065007,no_symbol,no_name
0,ENSMUSG00000065011,no_symbol,no_name
0,ENSMUSG00000065012,Gm23507,"predicted gene, 23507"
0,ENSMUSG00000065013,Gm23508,no_name
0,ENSMUSG00000065014,Gm23509,"predicted gene, 23509"
0,ENSMUSG00000065016,Snora3,"small nucleolar RNA, H/ACA box 3"
0,ENSMUSG00000065017,no_symbol,no_name
0,ENSMUSG00000065018,no_symbol,no_name
0,ENSMUSG00000065022,AF357341,snoRNA AF357341
0,ENSMUSG00000065027,Gm25201,"predicted gene, 25201"
0,ENSMUSG00000065028,Gm25200,"predicted gene, 25200"
0,ENSMUSG00000065029,Gm25199,"predicted gene, 25199"
0,ENSMUSG00000065030,no_symbol,no_name
0,ENSMUSG00000065031,Gm22364,"predicted gene, 22364"
0,ENSMUSG00000065034,Gm22363,"predicted gene, 22363"
0,ENSMUSG00000065036,Gm22362,"predicted gene, 22362"
0,ENSMUSG00000065037,no_symbol,no_name
0,ENSMUSG00000065040,Gm24977,"predicted gene, 24977"
0,ENSMUSG00000065041,Gm24044,no_name
0,ENSMUSG00000065042,Gm24043,"predicted gene, 24043"
0,ENSMUSG00000065044,no_symbol,no_name
0,ENSMUSG00000065045,Gm24046,no_name
0,ENSMUSG00000065047,Gm24045,no_name
0,ENSMUSG00000065048,Gm24042,"predicted gene, 24042"
0,ENSMUSG00000065049,Gm24041,"predicted gene, 24041"
0,ENSMUSG00000065050,Gm25704,"predicted gene, 25704"
0,ENSMUSG00000065053,Gm25705,"predicted gene, 25705"
0,ENSMUSG00000065055,no_symbol,no_name
0,ENSMUSG00000065057,Gm25703,"predicted gene, 25703"
0,ENSMUSG00000065061,Gm22884,no_name
0,ENSMUSG00000065068,no_symbol,no_name
0,ENSMUSG00000065070,no_symbol,no_name
0,ENSMUSG00000065072,Gm24533,"predicted gene, 24533"
0,ENSMUSG00000065074,Gm24535,"predicted gene, 24535"
0,ENSMUSG00000065078,Gm24536,no_name
0,ENSMUSG00000065079,Gm23464,"predicted gene, 23464"
0,ENSMUSG00000065080,Gm26497,"predicted gene, 26497"
0,ENSMUSG00000065083,no_symbol,no_name
0,ENSMUSG00000065084,no_symbol,no_name
0,ENSMUSG00000065086,Gm26495,"predicted gene, 26495"
0,ENSMUSG00000065087,Snord22,"small nucleolar RNA, C/D box 22"
0,ENSMUSG00000065088,no_symbol,no_name
0,ENSMUSG00000065089,Gm26493,"predicted gene, 26493"
0,ENSMUSG00000065090,Gm23677,no_name
0,ENSMUSG00000065091,no_symbol,no_name
0,ENSMUSG00000065094,Snord1a,"small nucleolar RNA, C/D box 1A"
0,ENSMUSG00000065095,no_symbol,no_name
0,ENSMUSG00000065096,Gm23680,"predicted gene, 23680"
0,ENSMUSG00000065097,Snora16a,"small nucleolar RNA, H/ACA box 16A"
0,ENSMUSG00000065100,Gm26132,"predicted gene, 26132"
0,ENSMUSG00000065102,no_symbol,no_name
0,ENSMUSG00000065104,Gm26128,"predicted gene, 26128"
0,ENSMUSG00000065105,Gm26130,no_name
0,ENSMUSG00000065107,n-R5s88,nuclear encoded rRNA 5S 88
0,ENSMUSG00000065110,Snord61,"small nucleolar RNA, C/D box 61"
0,ENSMUSG00000065111,Gm25141,"predicted gene, 25141"
0,ENSMUSG00000065115,no_symbol,no_name
0,ENSMUSG00000065118,Gm23297,"predicted gene, 23297"
0,ENSMUSG00000065122,Gm26126,"predicted gene, 26126"
0,ENSMUSG00000065124,Snora65,"small nucleolar RNA, H/ACA box 65"
0,ENSMUSG00000065126,Snord104,"small nucleolar RNA, C/D box 104"
0,ENSMUSG00000065127,no_symbol,no_name
0,ENSMUSG00000065130,Gm24457,"predicted gene, 24457"
0,ENSMUSG00000065132,no_symbol,no_name
0,ENSMUSG00000065138,no_symbol,no_name
